Building Name,City,Height,Floors,Completion,Material,Use,Country
AMLI River North,Chicago (US),165.5,49,2013,concrete,residential,United States of America
220 Riverside Boulevard At Trump Place,New York City (US),165.3,49,2003,concrete,residential,United States of America
17 State Street,New York City (US),165.3,41,1988,steel,office,United States of America
The Downtown Club,New York City (US),165.3,39,1930,steel,residential / other,United States of America
Viceroy,Miami (US),165.2,50,2009,concrete,residential / hotel,United States of America
Grand Central Plaza,New York City (US),165.2,38,1973,steel,office,United States of America
Memorial Hermann Tower,Houston (US),165.2,35,2009,concrete,office / hospital,United States of America
One Rincon Hill North Tower,San Francisco (US),165,45,2014,steel,residential,United States of America
1 Brooklyn Bridge Plaza,New York City (US),164.9,42,1976,,office,United States of America
Ritz Hotel Tower,New York City (US),164.9,41,1926,steel,hotel,United States of America
American Copper Buildings West Tower,New York City (US),164.6,47,2017,concrete,residential,United States of America
1285 Avenue of the Americas,New York City (US),164.6,42,1960,steel,office,United States of America
14 Wall,New York City (US),164.6,29,1912,steel,office,United States of America
Waldorf Astoria Las Vegas,Las Vegas (US),164.3,47,2009,steel/concrete,residential / hotel,United States of America
RBC Plaza,Minneapolis (US),164.1,40,1992,concrete,office,United States of America
"Vizcayne, North Tower",Miami (US),164,49,2008,concrete,residential,United States of America
"Vizcayne, South Tower",Miami (US),164,49,2008,concrete,residential,United States of America
Avant at Met Square,Miami (US),164,46,2018,concrete,residential,United States of America
Two International Place,Boston (US),164,35,1993,steel,office,United States of America
Lefcourt Colonial Building,New York City (US),164,45,1929,steel,office,United States of America
Shaklee Terrace Building,San Francisco (US),164,38,1982,steel,office,United States of America
PNC Plaza,Raleigh (US),164,32,2008,concrete,office,United States of America
The Franklin - South Tower,Chicago (US),163.9,35,1992,,office,United States of America
Park Avenue West,Portland (US),163.7,30,2016,composite,residential / office,United States of America
Tribeca Tower,New York City (US),163.7,53,1990,concrete,residential,United States of America
One Tampa City Center,Tampa (US),163.7,39,1981,,office,United States of America
Quantum on the Bay North Tower,Miami (US),163.4,44,2008,concrete,residential / office,United States of America
U.S. Bancorp Tower,Portland (US),163.4,42,1983,steel,office,United States of America
901 Fifth Avenue,Seattle (US),163.4,41,1973,steel,office,United States of America
The Pinnacle,Chicago (US),163.1,48,2004,concrete,residential,United States of America
LaSalle National Bank,Chicago (US),163.1,45,1934,steel,office,United States of America
Cathedral of Learning,Pittsburgh (US),163.1,42,1936,steel,education,United States of America
City Place I,Hartford (US),163.1,38,1980,,office,United States of America
Modis Tower,Jacksonville (US),163.1,37,1975,steel,office,United States of America
Aria on the Bay,Miami (US),163,53,2018,concrete,residential,United States of America
Ernst & Young Plaza,Los Angeles (US),162.8,41,1986,steel,office,United States of America
2929 Weslayan,Houston (US),162.5,40,2015,concrete,residential,United States of America
The Encore,New York City (US),162.5,48,2016,concrete,residential,United States of America
1700 Broadway,New York City (US),162.5,41,1969,steel,office,United States of America
AIG Sun-America Center,Los Angeles (US),162.5,39,1989,,office,United States of America
One America Tower,Indianapolis (US),162.5,38,1982,steel,office,United States of America
Trump Plaza Residences,Jersey City (US),162.2,55,2008,concrete,residential,United States of America
Westin New York at Times Square,New York City (US),162.2,45,2002,concrete,hotel,United States of America
DuMont Building,New York City (US),162.2,42,1931,steel,office,United States of America
The Brooklyner,New York City (US),162,52,2010,concrete,residential,United States of America
515 Park Avenue,New York City (US),162,43,1999,concrete,residential,United States of America
Park Place Tower,Chicago (US),161.9,56,1971,concrete,residential,United States of America
Plaza Tower,New Orleans (US),161.9,45,1968,steel,abandoned,United States of America
Newport Tower,Jersey City (US),161.9,37,1990,steel,office,United States of America
One North LaSalle Street,Chicago (US),161.6,48,1930,steel,office,United States of America
Energy Centre,New Orleans (US),161.6,39,1984,,office,United States of America
William Green Building,Columbus (US),161.6,33,1990,steel,office,United States of America
One East River Place,New York City (US),161.5,49,1989,,residential,United States of America
Ten Museum Park,Miami (US),161.5,50,2007,concrete,residential,United States of America
70 Columbus,Jersey City (US),161.4,50,2015,concrete,residential,United States of America
90 Columbus,Jersey City (US),161.4,50,2018,concrete,residential,United States of America
Elysees Condominiums,Chicago (US),161.2,56,1973,concrete,residential / retail,United States of America
New York New York Hotel & Casino,Las Vegas (US),161.2,49,1997,,hotel / casino,United States of America
Hope+Flower Tower 1,Los Angeles (US),161.2,41,2020,concrete,residential,United States of America
Tower at Erieview,Cleveland (US),161.2,40,1964,steel,office,United States of America
Transamerica Tower,Baltimore (US),161.2,40,1973,concrete,office,United States of America
First Market Tower,San Francisco (US),161.2,38,1972,steel,office,United States of America
McKesson Plaza,San Francisco (US),161.2,38,1969,steel,office,United States of America
Seneca One,Buffalo (US),161.2,38,1974,,office,United States of America
Brickell Heights South Tower,Miami (US),161.2,52,2017,concrete,residential,United States of America
21 West End Avenue,New York City (US),161.2,45,2016,concrete,residential,United States of America
The Metropolis,New York City (US),160.9,53,2001,concrete,residential,United States of America
Jade at Brickell Bay,Miami (US),160.9,49,2004,concrete,residential,United States of America
William Beaver House,New York City (US),160.8,47,2010,concrete,residential,United States of America
Travelers Tower,Hartford (US),160.6,24,1919,steel,office,United States of America
North American Plywood Building,New York City (US),160.3,41,1972,steel,office,United States of America
Vehicle Assembly Building,Cape Canaveral (US),160.3,40,1965,steel,industrial,United States of America
Harrah`s Waterfront Tower,Atlantic City (US),160,44,2008,concrete,hotel / casino,United States of America
Carter+Burgess Plaza,Fort Worth (US),160,40,1982,,office,United States of America
One Post Office Square,Boston (US),160,40,1981,,office,United States of America
Suntrust Financial Center,Tampa (US),160,36,1992,,office,United States of America
Plaza on Brickell Tower II,Miami (US),160,48,2007,concrete,residential,United States of America
The Pierre,New York City (US),160,44,1930,steel,hotel,United States of America
767 3rd Avenue,New York City (US),160,39,1980,steel,office,United States of America
465 North Park,Chicago (US),159.9,48,2018,concrete,residential,United States of America
River Plaza,Chicago (US),159.7,56,1977,concrete,residential,United States of America
399 Park Avenue,New York City (US),159.7,41,1961,steel,office,United States of America
Amazon Tower I,Seattle (US),159.7,37,2016,composite,office,United States of America
425 Market Street,San Francisco (US),159.7,38,1973,steel,office,United States of America
180 East 88th,New York City (US),159.6,32,2019,concrete,residential,United States of America
The Paragon Chicago,Chicago (US),159.4,48,2019,concrete,residential,United States of America
35 East Wacker Drive,Chicago (US),159.4,40,1927,steel,office,United States of America
Pennzoil Place I,Houston (US),159.4,36,1976,composite,office,United States of America
Pennzoil Place II,Houston (US),159.4,36,1976,composite,office,United States of America
Mercantile Building,Dallas (US),159.4,31,1943,steel,office,United States of America
505,Nashville (US),159.1,46,2018,concrete,residential / hotel,United States of America
707 17th Street,Denver (US),159.1,42,1981,,hotel / office,United States of America
Kemper Building,Chicago (US),159.1,41,1962,steel,office,United States of America
825 Third Avenue,New York City (US),159.1,40,1969,steel,office,United States of America
Goodwin Square,Hartford (US),159.1,30,1990,,office,United States of America
Mather Tower,Chicago (US),158.9,38,1928,steel,office,United States of America
Atelier,New York City (US),158.8,46,2007,concrete,residential,United States of America
Hyatt Regency Seattle,Seattle (US),158.8,45,2018,concrete,hotel,United States of America
Amazon Tower II,Seattle (US),158.8,37,2017,composite,office,United States of America
Devon Energy Center,Houston (US),158.8,36,1978,,office,United States of America
Santa Maria,Miami (US),158.5,51,1997,concrete,residential,United States of America
Rise,Miami (US),158.5,45,2016,concrete,residential,United States of America
Three Mellon Center,Pittsburgh (US),158.5,41,1951,steel,office,United States of America
10 South Wacker,Chicago (US),158.5,40,1987,concrete,office,United States of America
30 South Wacker,Chicago (US),158.5,40,1983,concrete,office,United States of America
One Federal Street,Boston (US),158.5,38,1976,steel,office,United States of America
Amazon Tower III,Seattle (US),158.5,37,2019,composite,office,United States of America
26 Broadway,New York City (US),158.5,31,1924,steel,office,United States of America
Newsweek Building,New York City (US),158,42,1931,steel,office,United States of America
75 Wall,New York City (US),158,37,2010,,residential / hotel,United States of America
RRI Energy Plaza,Houston (US),158,36,2003,concrete,office,United States of America
The Residences at the Ritz-Carlton,Philadelphia (US),157.9,46,2009,concrete,residential,United States of America
Architect`s and Designer`s Building,New York City (US),157.9,39,1969,,office,United States of America
Total Plaza,Houston (US),157.9,35,1971,,office,United States of America
Palms Place,Las Vegas (US),157.8,50,2008,concrete,residential / hotel,United States of America
CNA Center,Chicago (US),157.7,35,2018,composite,office,United States of America
The Columbian,Chicago (US),157.7,47,2008,concrete,residential,United States of America
TCW Tower,Los Angeles (US),157.6,37,1990,steel,office,United States of America
Icon,New York City (US),157.4,42,2009,concrete,residential,United States of America
191 North Wacker Drive,Chicago (US),157.4,37,2002,composite,office,United States of America
The Highpoint,New York City (US),157.3,49,1988,concrete,residential,United States of America
"EAST, Miami",Miami (US),157.3,41,2016,concrete,serviced apartments / hotel,United States of America
First Place Tower,Tulsa (US),157.3,40,1975,,office,United States of America
Union Bank Plaza,Los Angeles (US),157.3,40,1967,steel,office,United States of America
The Edition Times Square,New York City (US),157.3,42,2019,concrete/steel,hotel / retail,United States of America
Frost Bank Tower,Austin (US),157.2,33,2004,concrete,office,United States of America
City Point Tower II,New York City (US),157.1,46,2016,concrete,residential,United States of America
Exchange Place Center,Jersey City (US),157.1,32,1990,steel,office,United States of America
Icon Midtown,Atlanta (US),157,39,2018,concrete,residential,United States of America
401 East Ontario Street,Chicago (US),157,51,1990,concrete,residential,United States of America
Sterling Drug Company Building,New York City (US),157,41,1964,steel,office,United States of America
One Financial Place,Chicago (US),157,39,1985,,office,United States of America
Seagram Building,New York City (US),157,38,1958,steel,office,United States of America
The Streeter,Chicago (US),156.7,50,2007,concrete,residential,United States of America
Rainier Tower,Seattle (US),156.7,31,1977,steel,office,United States of America
1214 Fifth Avenue,New York City (US),156.4,43,2012,concrete,residential / office,United States of America
600 North Lake Shore Drive - South Tower,Chicago (US),156.4,47,2009,concrete,residential,United States of America
Mid-Continent Tower,Tulsa (US),156.4,36,1984,steel,office,United States of America
Bank of New York Building,New York City (US),156.4,31,1927,steel,office,United States of America
Park Tower Condominiums,Chicago (US),156.3,54,1973,concrete,residential,United States of America
1 West End Avenue,New York City (US),156.3,43,2017,concrete,residential,United States of America
The Ivy,Miami (US),156.2,45,2008,concrete,residential,United States of America
Methodist Outpatient Care Center,Houston (US),156.1,26,2010,,hospital,United States of America
The Belaire,New York City (US),156.1,50,1988,,residential,United States of America
Millennium Towers North,New York City (US),156.1,44,1930,steel,office,United States of America
One Hanson Place,New York City (US),156.1,42,1929,steel,office,United States of America
1407 Broadway,New York City (US),156.1,41,1950,steel,office,United States of America
International Building,New York City (US),156.1,41,1935,steel,office,United States of America
LaSalle-Wacker Building,Chicago (US),156.1,41,1930,steel,office,United States of America
437 Madison Avenue,New York City (US),156.1,40,1967,steel,office,United States of America
Bryan Tower,Dallas (US),156.1,40,1973,steel,office,United States of America
Fourth and Madison Building,Seattle (US),156.1,40,2003,composite,office,United States of America
PNC Tower,Louisville (US),156.1,40,1972,steel,office,United States of America
Huntington Center,Columbus (US),156.1,37,1983,,office,United States of America
Bellagio Resort & Casino,Las Vegas (US),155.8,36,1998,,hotel / casino,United States of America
Continental Building,New York City (US),155.8,42,1931,steel,office,United States of America
1155 Avenue of the Americas,New York City (US),155.8,40,1984,steel,office,United States of America
K & L Gates Center,Pittsburgh (US),155.8,39,1968,steel,office,United States of America
Exchange Place,Boston (US),155.5,39,1984,,office,United States of America
321 North Clark Street,Chicago (US),155.5,38,1987,,office,United States of America
Harris Bank Bank Addition II,Chicago (US),155.5,35,1974,steel,office,United States of America
1 QPS Tower,New York City (US),155.4,44,2017,concrete,residential,United States of America
Stephen P. Clark Center,Miami (US),155.4,28,1985,,office,United States of America
Liberty Plaza,New York City (US),155.4,45,2004,concrete,residential,United States of America
Sixty State Street,Boston (US),155.2,38,1977,,office,United States of America
Bank of America Building,Baltimore (US),155.2,37,1929,steel,office,United States of America
KOIN Center,Portland (US),155.2,31,1984,concrete,multiple,United States of America
Hayden Long Island City,New York City (US),155.1,50,2017,concrete,residential,United States of America
Hudson Greene East Tower,Jersey City (US),155.1,48,2010,concrete,residential,United States of America
215 West,Chicago (US),155.1,50,2010,concrete,residential,United States of America
BrickellHouse,Miami (US),155,48,2014,concrete,residential,United States of America
Renaissance Center 100 Tower,Detroit (US),155,39,1976,concrete,office,United States of America
Renaissance Center 200 Tower,Detroit (US),155,39,1976,concrete,office,United States of America
Renaissance Center 300 Tower,Detroit (US),155,39,1976,concrete,office,United States of America
Renaissance Center 400 Tower,Detroit (US),155,39,1976,concrete,office,United States of America
The Westin Virginia Beach Town Center & Residences,Virginia Beach (US),154.8,38,2007,concrete,residential / hotel,United States of America
555 17th Street,Denver (US),154.5,40,1978,,office,United States of America
One Beacon Street,Boston (US),154.5,36,1972,steel,office,United States of America
United Nations Secretariat Building,New York City (US),154.3,39,1953,steel,office,United States of America
810 7th Avenue,New York City (US),154.2,41,1970,steel,office,United States of America
10 Universal City Plaza,Los Angeles (US),154.2,36,1984,steel,office,United States of America
Parkline South,Miami (US),154.2,33,2019,concrete,residential,United States of America
The Beach Club Tower 2,Hallandale Beach (US),153.9,50,2006,concrete,residential,United States of America
The Sheffield 57,New York City (US),153.9,50,1978,,residential,United States of America
One United Nations Plaza,New York City (US),153.9,39,1975,steel,hotel / office,United States of America
Two United Nations Plaza,New York City (US),153.9,39,1981,steel,hotel / office,United States of America
2 New York Plaza,New York City (US),153.6,40,1970,,office,United States of America
One Indiana Square,Indianapolis (US),153.6,37,1969,steel,office,United States of America
Fifth Street Towers II,Minneapolis (US),153.5,36,1988,composite,office,United States of America
Vern Riffe Center for Govermnment and the Arts,Columbus (US),153.5,33,1989,steel,office,United States of America
Johns-Manville Building,New York City (US),153.3,43,1931,steel,office,United States of America
Bank of America Plaza,Charlotte (US),153.3,40,1974,steel,office,United States of America
60 Broad Street,New York City (US),153.3,39,1962,steel,office,United States of America
Lefcourt National Building,New York City (US),153.3,37,1928,steel,office,United States of America
Pendry Chicago,Chicago (US),153.3,37,1929,steel,office,United States of America
State Street Financial Center,Boston (US),153.3,36,2003,steel,office,United States of America
The Huntington,Houston (US),153.3,34,1982,,residential,United States of America
400 East Ohio Street,Chicago (US),153.3,50,1982,concrete,residential,United States of America
Reach,Miami (US),153.3,44,2016,concrete,residential,United States of America
Met 2 Marriott Marquis,Miami (US),153.1,41,2010,concrete,hotel,United States of America
Market Square Tower,Houston (US),153,40,2017,concrete,residential,United States of America
1325 Ave. of Americas,New York City (US),153,35,1989,,office,United States of America
El Paso Energy Building,Houston (US),153,33,1962,steel,office,United States of America
One Superior Place,Chicago (US),152.9,52,1999,concrete,residential,United States of America
Hudson Greene West Tower,Jersey City (US),152.8,48,2010,concrete,residential,United States of America
Sheraton New York,New York City (US),152.7,51,1962,concrete,hotel,United States of America
Wind,Miami (US),152.7,41,2008,concrete,residential,United States of America
120 North LaSalle,Chicago (US),152.7,39,1992,concrete,office,United States of America
World Apparel Center,New York City (US),152.7,39,1968,steel,office,United States of America
10 South LaSalle,Chicago (US),152.7,37,1986,composite,office,United States of America
One Park Place,Houston (US),152.7,37,2009,concrete,residential,United States of America
Viewpoint,Atlanta (US),152.7,36,2008,concrete,residential,United States of America
Tower 46,New York City (US),152.7,34,2013,steel,office,United States of America
1 Jackson Park,New York City (US),152.6,45,2018,concrete,residential,United States of America
1450 BRICKELL,Miami (US),152.5,34,2010,concrete,office,United States of America
Bristol Plaza,New York City (US),152.4,50,1987,,serviced apartments,United States of America
One Columbus Place Tower I,New York City (US),152.4,49,1999,concrete,residential,United States of America
One Columbus Place Tower II,New York City (US),152.4,49,1999,concrete,residential,United States of America
Sky Las Vegas,Las Vegas (US),152.4,45,2007,concrete,residential,United States of America
414 Light Street,Baltimore (US),152.4,44,2018,concrete,residential,United States of America
Paraiso Bayviews,Miami (US),152.4,44,2018,concrete,residential,United States of America
1818 Market Street,Philadelphia (US),152.4,40,1974,steel,office,United States of America
28 State Street,Boston (US),152.4,40,1970,steel,office,United States of America
Telesis Tower,San Francisco (US),152.4,38,1982,steel,office,United States of America
1918 8th Avenue,Seattle (US),152.4,37,2009,,office / retail,United States of America
2+U,Seattle (US),152.4,37,2019,composite,office,United States of America
BancFirst Tower,Oklahoma City (US),152.4,36,1971,,office,United States of America
Four World Financial Center,New York City (US),152.4,34,1986,steel,office,United States of America
One America Plaza,San Diego (US),152.4,34,1991,steel,office,United States of America
The Tides at Lakeshore East,Chicago (US),152.4,51,2008,concrete,residential,United States of America
200 South Wacker,Chicago (US),152.3,41,1981,concrete,office,United States of America
855 6th Avenue,New York City (US),152.2,41,2016,concrete,residential / office / retail,United States of America
The Post Oak,Houston (US),152.1,36,2018,concrete,residential / hotel / office,United States of America
650 Fifth Avenue,New York City (US),152,36,1978,,office,United States of America
Symphony Towers,San Diego (US),152,34,1989,,office,United States of America
The St. James,Philadelphia (US),151.8,45,2004,concrete,residential,United States of America
5 Pointz North Tower,New York City (US),151.8,48,2019,concrete,residential,United States of America
The Barclay,New York City (US),151.8,32,1926,steel,office,United States of America
The Modern at Fort Lee North Tower,Fort Lee (US),151.7,46,2014,concrete,residential,United States of America
The Modern at Fort Lee South Tower,Fort Lee (US),151.7,46,2018,concrete,residential,United States of America
Parkview West,Chicago (US),151.6,49,2008,concrete,residential,United States of America
Ameriprise Financial Center,Minneapolis (US),151.6,31,2000,steel/concrete,office,United States of America
80 Pine Street,New York City (US),151.5,40,1960,steel,office,United States of America
500 North Lake Shore Drive,Chicago (US),151.5,47,2013,concrete,residential,United States of America
Manchester Grand Hyatt Hotel,San Diego (US),151.5,40,1992,concrete,hotel,United States of America
The Platinum,New York City (US),151.2,43,2008,concrete,residential,United States of America
Financial Times Building,New York City (US),151.2,41,1965,steel,office,United States of America
388 Greenwich Street,New York City (US),151.2,39,1988,,office,United States of America
1100 Wilshire,Los Angeles (US),151.2,36,1987,,residential,United States of America
Marriott's Custom House,Boston (US),151.2,32,1915,steel,office,United States of America
Guardian Building,Detroit (US),151,40,1929,steel,office,United States of America
20 Pine,New York City (US),151,38,1928,steel,office,United States of America
100 East Wisconsin,Milwaukee (US),151,37,1989,,office,United States of America
1 Battery Park Plaza,New York City (US),151,35,1971,,office,United States of America
55 West Monroe,Chicago (US),150.9,41,1980,concrete,office,United States of America
Ontario Place,Chicago (US),150.9,49,1983,concrete,residential,United States of America
Avenue Brickell Tower,Miami (US),150.9,47,2007,concrete,residential,United States of America
727 West Madison,Chicago (US),150.9,44,2018,concrete,residential,United States of America
333 Bush Street,San Francisco (US),150.9,43,1986,steel,residential / office,United States of America
PNC Tower,Cincinnati (US),150.9,31,1913,steel,office,United States of America
John Hancock Building,Boston (US),150.9,26,1949,steel,office,United States of America
100 Las Olas,Fort Lauderdale (US),150.9,46,2020,concrete,residential / hotel,United States of America
The Ritz-Carlton Residences,Chicago (US),150.9,40,2012,concrete,residential,United States of America
1675 Broadway,New York City (US),150.8,35,1990,,office,United States of America
50 East Chestnut Street,Chicago (US),150.7,40,2008,concrete,residential,United States of America
Tower 67 Apartments,New York City (US),150.6,49,1986,,residential,United States of America
PNC Centre,Chicago (US),150.5,36,1992,,office,United States of America
The Colonnade,New York City (US),150.3,45,1982,,residential,United States of America
Hilton San Francisco Union Square,San Francisco (US),150.3,46,1971,steel,hotel,United States of America
1000 Second Avenue,Seattle (US),150.3,40,1986,steel,office,United States of America
First National Center,Oklahoma City (US),150.3,33,1931,steel,office,United States of America
William Donald Schaefer Tower,Baltimore (US),150.3,29,1992,,office,United States of America
135W52,New York City (US),150,48,2015,concrete,residential / office,United States of America
The Waterford,New York City (US),150,48,1987,,residential,United States of America
Fuller Building,New York City (US),150,42,1929,steel,office,United States of America
Federal Office Building at Foley Square,New York City (US),150,32,1994,,government,United States of America
Burj Khalifa,Dubai (AE),828,163,2010,steel/concrete,office / residential / hotel,United Arab Emirates
Marina 101,Dubai (AE),425,101,2017,concrete,residential / hotel,United Arab Emirates
Princess Tower,Dubai (AE),413.4,101,2012,steel/concrete,residential,United Arab Emirates
23 Marina,Dubai (AE),392.4,88,2012,concrete,residential,United Arab Emirates
Burj Mohammed Bin Rashid,Abu Dhabi (AE),381.2,88,2014,concrete,residential,United Arab Emirates
Elite Residence,Dubai (AE),380.5,87,2012,concrete,residential,United Arab Emirates
The Address Boulevard,Dubai (AE),370,73,2017,concrete,residential / hotel / retail,United Arab Emirates
Almas Tower,Dubai (AE),360,68,2008,concrete,office,United Arab Emirates
Gevora Hotel,Dubai (AE),356.3,75,2017,steel/concrete,hotel,United Arab Emirates
JW Marriott Marquis Hotel Dubai Tower 1,Dubai (AE),355.4,82,2012,concrete,hotel,United Arab Emirates
JW Marriott Marquis Hotel Dubai Tower 2,Dubai (AE),355.4,82,2013,concrete,hotel,United Arab Emirates
Emirates Tower One,Dubai (AE),354.6,54,2000,composite,office,United Arab Emirates
The Torch,Dubai (AE),352,86,2011,concrete,residential,United Arab Emirates
ADNOC Headquarters,Abu Dhabi (AE),342,65,2015,concrete,office,United Arab Emirates
SLS Dubai,Dubai (AE),336,78,2020,concrete,serviced apartments / hotel,United Arab Emirates
DAMAC Heights,Dubai (AE),335.1,88,2018,concrete,residential,United Arab Emirates
Rose Rayhaan by Rotana,Dubai (AE),333,71,2007,composite,hotel,United Arab Emirates
The Address Residence - Fountain Views III,Dubai (AE),331.8,77,2019,concrete,serviced apartments / hotel,United Arab Emirates
Al Yaqoub Tower,Dubai (AE),328,69,2013,concrete,hotel / office,United Arab Emirates
The Index,Dubai (AE),326,80,2010,concrete,residential / office,United Arab Emirates
The Landmark,Abu Dhabi (AE),324,72,2013,concrete,residential / office,United Arab Emirates
Burj Al Arab,Dubai (AE),321,56,1999,composite,hotel,United Arab Emirates
Blue Tower,Dubai (AE),317.6,72,2010,concrete,residential,United Arab Emirates
Ocean Heights,Dubai (AE),310,83,2010,concrete,residential,United Arab Emirates
Emirates Tower Two,Dubai (AE),309,56,2000,concrete,hotel,United Arab Emirates
Noora Tower,Dubai (AE),307,75,2019,concrete,residential,United Arab Emirates
Cayan Tower,Dubai (AE),306.4,73,2013,concrete,residential,United Arab Emirates
Etihad Towers T2,Abu Dhabi (AE),305.3,80,2011,concrete,residential,United Arab Emirates
The Address,Dubai (AE),302.2,63,2008,concrete,residential / hotel,United Arab Emirates
Emirates Crown,Dubai (AE),296,63,2008,concrete,residential,United Arab Emirates
Millennium Hotel,Dubai (AE),294,66,2011,concrete,hotel,United Arab Emirates
Sky Tower,Abu Dhabi (AE),292.2,74,2010,concrete,residential / office,United Arab Emirates
Sulafa Tower,Dubai (AE),288,76,2010,concrete,residential,United Arab Emirates
Millennium Tower,Dubai (AE),285.1,59,2006,concrete,residential,United Arab Emirates
ICD Brookfield Place,Dubai (AE),282.3,54,2020,composite,office,United Arab Emirates
City of Lights C1 Tower,Abu Dhabi (AE),282.1,62,2015,concrete,office,United Arab Emirates
Al Hekma Tower,Dubai (AE),282,64,2016,steel/concrete,office,United Arab Emirates
Marina Pinnacle,Dubai (AE),280,73,2011,concrete,residential,United Arab Emirates
The Address Residence - Fountain Views I,Dubai (AE),279.9,71,2018,concrete,serviced apartments,United Arab Emirates
The Address Residence - Fountain Views II,Dubai (AE),279.9,71,2018,concrete,serviced apartments,United Arab Emirates
Boulevard Point,Dubai (AE),279.8,69,2020,concrete,residential,United Arab Emirates
Etihad Towers T1,Abu Dhabi (AE),277.6,69,2011,concrete,hotel / residential,United Arab Emirates
D1 Tower,Dubai (AE),277.5,78,2015,concrete,residential,United Arab Emirates
FIVE Jumeirah Village Dubai,Dubai (AE),277,61,2019,concrete,residential / hotel,United Arab Emirates
World Trade Center Abu Dhabi - The Offices,Abu Dhabi (AE),276.6,60,2014,concrete,office,United Arab Emirates
Radisson Royal Hotel Dubai,Dubai (AE),269,60,2010,concrete,hotel,United Arab Emirates
21st Century Tower,Dubai (AE),269,55,2003,steel/concrete,residential,United Arab Emirates
DAMAC Paramount Hotel & Residences,Dubai (AE),268.1,69,2018,concrete,residential / hotel,United Arab Emirates
"DAMAC Towers by Paramount, Tower 1",Dubai (AE),268.1,69,2018,concrete,residential,United Arab Emirates
"DAMAC Towers By Paramount, Tower 2",Dubai (AE),268.1,69,2018,concrete,residential,United Arab Emirates
"DAMAC Towers by Paramount, Tower 3",Dubai (AE),268.1,69,2018,concrete,residential,United Arab Emirates
Nation Towers Residential Lofts,Abu Dhabi (AE),268,64,2012,concrete,residential,United Arab Emirates
Business Central Tower 1,Dubai (AE),265,53,2008,concrete,office,United Arab Emirates
Business Central Tower 2,Dubai (AE),265,53,2008,concrete,office,United Arab Emirates
The Address Residence Sky View Tower 1,Dubai (AE),264.2,60,2019,concrete,residential,United Arab Emirates
U-Bora Tower 1,Dubai (AE),262.8,58,2011,concrete,office,United Arab Emirates
Etihad Towers T3,Abu Dhabi (AE),260.3,60,2011,concrete,office,United Arab Emirates
Vision Tower,Dubai (AE),260,60,2011,concrete,office,United Arab Emirates
Marina Gate II,Dubai (AE),257.8,64,2019,concrete,residential,United Arab Emirates
Regent Emirates Pearl,Abu Dhabi (AE),255,52,2016,concrete,hotel / residential,United Arab Emirates
Burj Vista Tower 1,Dubai (AE),254.6,66,2018,concrete,residential,United Arab Emirates
Dubai Marriott Harbour Hotel and Suites,Dubai (AE),253.8,63,2007,concrete,residential / hotel,United Arab Emirates
Conrad Dubai,Dubai (AE),251.2,51,2013,concrete,hotel / office,United Arab Emirates
Chelsea Tower,Dubai (AE),250,49,2005,concrete,residential / hotel,United Arab Emirates
Rolex Tower,Dubai (AE),246.8,59,2010,concrete,residential / office,United Arab Emirates
Al Fattan Tower,Dubai (AE),245,51,2006,concrete,residential,United Arab Emirates
Oasis Beach Tower,Dubai (AE),245,51,2006,concrete,residential,United Arab Emirates
Arenco Tower,Dubai (AE),243.8,46,2008,concrete,office,United Arab Emirates
The Tower,Dubai (AE),242.6,54,2002,composite,residential,United Arab Emirates
Vida Residence Downtown Dubai,Dubai (AE),238.3,61,2019,concrete,serviced apartments,United Arab Emirates
The Gate Residential Tower 1,Abu Dhabi (AE),238,66,2013,concrete,residential,United Arab Emirates
The Gate Residential Tower 2,Abu Dhabi (AE),238,66,2013,concrete,residential,United Arab Emirates
The Gate Residential Tower 3,Abu Dhabi (AE),238,66,2013,concrete,residential,United Arab Emirates
Sun Tower,Abu Dhabi (AE),237.6,64,2010,concrete,residential,United Arab Emirates
Arady Office Tower,Dubai (AE),237.2,49,2015,concrete,office,United Arab Emirates
The Address Residence Sky View Tower 2,Dubai (AE),235.6,55,2019,concrete,residential / hotel,United Arab Emirates
Burj Daman,Dubai (AE),235,65,2014,concrete,residential / hotel / office,United Arab Emirates
Churchill Residence,Dubai (AE),235,61,2010,concrete,residential,United Arab Emirates
Etihad Towers T4,Abu Dhabi (AE),234,66,2011,concrete,residential,United Arab Emirates
Park Place,Dubai (AE),234,56,2007,concrete,residential / office,United Arab Emirates
St. Regis Luxury Hotel,Abu Dhabi (AE),233.2,51,2013,concrete,hotel / office,United Arab Emirates
MAG 218 Tower,Dubai (AE),231.8,66,2010,concrete,residential,United Arab Emirates
The Leaf,Abu Dhabi (AE),227.9,57,2015,concrete,office / residential,United Arab Emirates
ASPIN Tower,Dubai (AE),225.6,60,2013,concrete,residential / office,United Arab Emirates
Nestle Plaza,Sharjah (AE),225,58,2008,concrete,residential,United Arab Emirates
Al Tayer Tower,Dubai (AE),225,55,2009,concrete,residential,United Arab Emirates
Jumeirah Living Marina Gate,Dubai (AE),224.3,56,2020,concrete,residential,United Arab Emirates
Sharjah Gate Tower,Sharjah (AE),223.6,56,2008,concrete,residential,United Arab Emirates
Palm Tower 1,Sharjah (AE),223,56,2009,concrete,residential,United Arab Emirates
The Bay Gate,Dubai (AE),221,53,2014,concrete,office,United Arab Emirates
Angsana Hotel Tower,Dubai (AE),220.7,49,2008,concrete,hotel,United Arab Emirates
